"work_year","experience_level","employment_type","salary_in_usd","remote_ratio","company_location","company_size","job_title"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Scientist"
4,2,1,3,1,1,2,"Data Scientist"
4,2,1,2,1,1,2,"Data Scientist"
4,1,1,5,1,1,3,"Applied Scientist"
4,1,1,3,1,1,3,"Applied Scientist"
4,2,1,2,1,1,2,"Data Analyst"
4,2,1,2,1,1,2,"Data Analyst"
4,2,1,2,5,2,2,"Data Engineer"
4,2,1,2,5,2,2,"Data Engineer"
4,4,1,4,1,1,2,"Data Scientist"
4,4,1,3,1,1,2,"Data Scientist"
4,2,1,3,1,1,2,"Data Engineer"
4,2,1,2,1,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Analyst"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,6,5,1,2,"Data Scientist"
4,1,1,4,5,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Research Scientist"
4,1,1,2,1,1,2,"Research Scientist"
4,1,1,2,1,1,2,"Data Analyst"
4,1,1,2,1,1,2,"Data Analyst"
4,1,1,6,5,1,2,"Analytics Engineer"
4,1,1,4,5,1,2,"Analytics Engineer"
4,2,1,2,5,1,2,"Data Analyst"
4,2,1,2,5,1,2,"Data Analyst"
4,2,1,4,1,1,2,"ML Engineer"
4,2,1,3,1,1,2,"ML Engineer"
4,1,1,3,5,1,2,"Data Architect"
4,1,1,3,5,1,2,"Data Architect"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,2,1,1,5,5,3,"Data Scientist"
4,2,1,5,1,1,2,"Machine Learning Engineer"
4,2,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,2,1,1,2,"Data Scientist"
4,4,1,5,5,1,2,"Data Engineer"
4,4,1,3,5,1,2,"Data Engineer"
4,3,1,3,1,1,2,"Research Scientist"
4,3,1,2,1,1,2,"Research Scientist"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,2,1,1,2,"Data Engineer"
4,3,1,2,5,1,2,"Data Analyst"
4,3,1,2,5,1,2,"Data Analyst"
4,2,1,4,1,1,2,"Analytics Engineer"
4,2,1,4,1,1,2,"Analytics Engineer"
4,1,1,4,5,1,2,"Data Engineer"
4,1,1,3,5,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,6,5,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Engineer"
4,2,1,2,1,4,2,"Data Scientist"
4,2,1,1,1,4,2,"Data Scientist"
4,1,1,4,1,2,2,"Machine Learning Engineer"
4,1,1,3,1,2,2,"Machine Learning Engineer"
4,1,1,3,1,2,2,"Data Engineer"
4,1,1,3,1,2,2,"Data Engineer"
4,1,1,6,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,6,5,3,2,"ML Engineer"
4,1,1,3,5,3,2,"ML Engineer"
4,1,1,4,5,1,2,"Analytics Engineer"
4,1,1,3,5,1,2,"Analytics Engineer"
4,1,1,5,1,1,2,"Machine Learning Engineer"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,2,1,3,1,1,2,"Data Scientist"
4,2,1,3,1,1,2,"Data Scientist"
4,1,1,6,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,6,1,1,2,"Data Science Manager"
4,1,1,5,1,1,2,"Data Science Manager"
4,4,1,4,1,1,2,"Data Engineer"
4,4,1,3,1,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Architect"
4,1,1,3,5,1,2,"Data Architect"
4,1,1,5,5,1,2,"Data Analyst"
4,1,1,3,5,1,2,"Data Analyst"
4,2,1,3,5,3,2,"Data Analyst"
4,2,1,2,5,3,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,2,1,3,1,1,2,"Data Science Manager"
4,2,1,2,1,1,2,"Data Science Manager"
4,1,1,4,5,1,2,"Data Engineer"
4,1,1,3,5,1,2,"Data Engineer"
4,3,1,3,1,1,2,"Data Engineer"
4,3,1,2,1,1,2,"Data Engineer"
4,2,1,4,5,1,2,"Research Scientist"
4,2,1,3,5,1,2,"Research Scientist"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,2,5,1,2,"Data Analyst"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Scientist"
4,2,1,4,5,1,2,"Data Scientist"
4,2,1,3,5,1,2,"Data Scientist"
4,1,1,4,5,1,2,"Data Analyst"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,5,1,1,2,"Research Scientist"
4,1,1,3,1,1,2,"Research Scientist"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,2,1,6,1,1,2,"Data Engineer"
4,2,1,4,1,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Scientist"
4,1,1,3,5,1,2,"Data Scientist"
4,2,1,7,5,1,2,"Research Scientist"
4,2,1,3,5,1,2,"Research Scientist"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,2,1,5,1,1,2,"Data Engineer"
4,2,1,4,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,3,1,2,5,1,3,"Data Analyst"
4,1,1,5,1,1,2,"Machine Learning Engineer"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,4,1,7,5,1,2,"Data Engineer"
4,4,1,5,5,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,3,1,3,1,1,2,"Data Analyst"
4,3,1,2,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,2,1,1,2,"Data Scientist"
4,2,1,3,1,1,2,"Data Engineer"
4,2,1,2,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,2,1,3,1,1,2,"Data Engineer"
4,2,1,3,1,1,2,"Data Engineer"
4,2,1,2,1,2,2,"Data Analyst"
4,2,1,1,1,2,2,"Data Analyst"
4,1,1,6,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,2,1,1,2,"Data Analyst"
4,1,1,2,1,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,3,1,3,1,1,2,"Research Scientist"
4,3,1,2,1,1,2,"Research Scientist"
4,2,1,3,1,1,2,"Data Engineer"
4,2,1,3,1,1,2,"Data Engineer"
4,2,1,3,5,1,2,"Data Scientist"
4,2,1,2,5,1,2,"Data Scientist"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,6,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,2,5,1,2,"Data Analyst"
4,2,1,3,5,1,2,"Data Scientist"
4,2,1,2,5,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,5,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,3,5,1,2,"Data Engineer"
4,1,1,2,5,1,2,"Data Engineer"
4,2,1,4,1,1,2,"Data Engineer"
4,2,1,3,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,2,1,2,5,2,2,"Data Analyst"
4,2,1,1,5,2,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,6,5,1,2,"Data Scientist"
4,1,1,4,5,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Engineer"
4,1,1,3,5,1,2,"Data Engineer"
4,2,1,4,1,1,2,"Data Engineer"
4,2,1,3,1,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Scientist"
4,1,1,4,5,1,2,"Data Scientist"
4,2,1,3,1,2,2,"Data Engineer"
4,2,1,3,1,2,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,3,1,2,5,1,2,"Data Analyst"
4,3,1,2,5,1,2,"Data Analyst"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Analytics Engineer"
4,1,1,3,1,1,2,"Analytics Engineer"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,2,5,1,2,"Data Analyst"
4,1,1,5,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,2,1,1,2,"Data Analyst"
4,1,1,2,1,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,5,1,1,2,"Research Scientist"
4,1,1,4,1,1,2,"Research Scientist"
4,1,1,6,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Scientist"
4,1,1,4,5,1,2,"Data Engineer"
4,1,1,3,5,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Research Scientist"
4,1,1,3,1,1,2,"Research Scientist"
4,1,1,1,1,4,2,"Data Scientist"
4,1,1,1,1,4,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,3,1,1,3,5,2,"Data Analyst"
4,2,1,4,1,1,2,"Research Scientist"
4,2,1,3,1,1,2,"Research Scientist"
3,3,2,1,5,1,1,"Data Analyst"
4,1,1,4,5,1,2,"Data Analyst"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,2,5,1,2,"Data Analyst"
4,1,1,4,5,1,2,"Data Analyst"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,5,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,1,5,5,1,"Data Analyst"
4,2,1,4,1,1,2,"Machine Learning Engineer"
4,2,1,4,1,1,2,"Machine Learning Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,5,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,3,5,1,2,"Data Scientist"
4,1,1,3,5,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,4,1,7,5,1,2,"Data Engineer"
4,4,1,5,5,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,5,1,1,2,"Machine Learning Engineer"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,1,1,4,1,1,2,"Data Architect"
4,1,1,3,1,1,2,"Data Architect"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,2,1,3,1,1,2,"Data Engineer"
4,2,1,2,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,4,5,1,2,"Data Analyst"
4,1,1,2,5,1,2,"Data Analyst"
4,1,1,2,1,1,2,"Data Engineer"
4,1,1,2,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,2,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Analyst"
4,1,1,2,5,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,2,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,2,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Science Manager"
4,1,1,3,1,1,2,"Data Science Manager"
4,1,1,5,1,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,4,5,1,2,"Data Analyst"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,6,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
3,3,1,4,5,1,2,"Data Scientist"
4,1,1,2,1,1,2,"Data Analyst"
4,1,1,2,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,2,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,2,1,1,2,"Data Engineer"
4,1,1,5,5,1,2,"Data Engineer"
4,1,1,3,5,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,3,5,1,2,"Data Engineer"
4,1,1,2,5,1,2,"Data Engineer"
4,1,1,6,5,3,2,"Machine Learning Engineer"
4,1,1,4,5,3,2,"Machine Learning Engineer"
4,1,1,4,1,1,2,"Analytics Engineer"
4,1,1,3,1,1,2,"Analytics Engineer"
4,1,1,6,5,1,2,"Data Engineer"
4,1,1,5,5,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,7,1,1,2,"Data Scientist"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,7,1,1,2,"Data Scientist"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Analytics Engineer"
4,1,1,3,1,1,2,"Analytics Engineer"
4,1,1,8,1,1,2,"Data Scientist"
4,1,1,5,1,1,2,"Data Scientist"
4,2,1,3,5,2,3,"Data Engineer"
4,1,1,3,5,1,1,"Data Analyst"
4,1,1,2,5,1,1,"Data Analyst"
4,3,1,2,1,1,2,"Data Analyst"
4,3,1,1,1,1,2,"Data Analyst"
4,1,1,2,1,1,2,"Data Analyst"
4,1,1,2,1,1,2,"Data Analyst"
4,1,1,3,5,1,2,"Data Engineer"
4,1,1,2,5,1,2,"Data Engineer"
4,1,1,7,1,1,2,"Machine Learning Engineer"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,1,1,4,5,1,2,"Machine Learning Engineer"
4,1,1,4,5,1,2,"Machine Learning Engineer"
4,1,1,4,5,1,2,"Machine Learning Engineer"
4,1,1,3,5,1,2,"Machine Learning Engineer"
4,1,1,5,5,1,2,"Machine Learning Engineer"
4,1,1,4,5,1,2,"Machine Learning Engineer"
4,1,1,4,5,1,2,"Machine Learning Engineer"
4,1,1,3,5,1,2,"Machine Learning Engineer"
4,1,1,6,1,1,2,"Data Science Manager"
4,1,1,5,1,1,2,"Data Science Manager"
4,1,1,3,5,1,2,"Data Engineer"
4,1,1,2,5,1,2,"Data Engineer"
4,2,1,3,1,1,2,"Machine Learning Engineer"
4,2,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,5,1,1,2,"Data Architect"
4,1,1,3,1,1,2,"Data Architect"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,2,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,2,1,2,1,1,2,"Data Analyst"
4,2,1,2,1,1,2,"Data Analyst"
4,1,1,6,5,1,2,"Data Engineer"
4,1,1,3,5,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,4,1,7,5,1,2,"Data Engineer"
4,4,1,5,5,1,2,"Data Engineer"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,2,5,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,2,1,3,5,1,2,"Data Engineer"
4,2,1,3,5,1,2,"Data Engineer"
4,1,1,6,5,1,2,"Data Engineer"
4,1,1,3,5,1,2,"Data Engineer"
4,3,2,1,5,5,3,"Data Analyst"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,2,1,3,1,1,2,"Data Engineer"
4,2,1,2,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,2,5,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,6,5,1,2,"Machine Learning Engineer"
4,1,1,3,5,1,2,"Machine Learning Engineer"
4,1,1,6,5,1,2,"Machine Learning Engineer"
4,1,1,3,5,1,2,"Machine Learning Engineer"
4,2,1,3,1,1,2,"Data Engineer"
4,2,1,2,1,1,2,"Data Engineer"
4,1,1,5,5,1,2,"Data Scientist"
4,1,1,4,5,1,2,"Data Scientist"
4,1,1,4,5,1,2,"Data Architect"
4,1,1,3,5,1,2,"Data Architect"
4,3,1,2,5,1,2,"Data Analyst"
4,3,1,2,5,1,2,"Data Analyst"
4,1,1,5,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,5,5,1,2,"Data Scientist"
4,1,1,4,5,1,2,"Data Scientist"
3,3,1,2,1,1,2,"Data Scientist"
4,2,1,1,5,2,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,2,1,1,2,"Machine Learning Engineer"
4,1,1,5,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,5,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,4,5,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Architect"
4,1,1,4,5,1,2,"Data Architect"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,2,5,4,2,"Data Analyst"
4,1,1,2,5,4,2,"Data Analyst"
4,3,1,2,5,1,3,"Data Analyst"
4,3,1,1,3,1,3,"Data Analyst"
4,1,1,5,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,6,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,3,1,1,1,5,3,"Data Scientist"
4,1,1,2,1,1,2,"Data Analyst"
4,1,1,2,1,1,2,"Data Analyst"
4,1,1,5,5,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Engineer"
4,3,1,2,5,1,2,"Data Analyst"
4,3,1,2,5,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,2,1,4,1,1,2,"Data Analyst"
4,2,1,3,1,1,2,"Data Analyst"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,2,5,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,2,1,1,2,"Data Engineer"
4,1,1,5,5,1,2,"Data Engineer"
4,1,1,2,5,1,2,"Data Engineer"
4,1,1,6,1,4,2,"Research Scientist"
4,1,1,4,1,4,2,"Research Scientist"
4,1,1,6,1,4,2,"Research Scientist"
4,1,1,4,1,4,2,"Research Scientist"
4,2,1,4,1,1,2,"Data Scientist"
4,2,1,3,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,2,1,1,2,"Data Engineer"
4,1,1,5,5,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Engineer"
4,1,1,5,1,1,2,"Machine Learning Engineer"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,4,1,5,1,1,2,"Data Engineer"
4,4,1,5,1,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Architect"
4,1,1,3,5,1,2,"Data Architect"
4,1,1,4,5,1,2,"Data Architect"
4,1,1,3,5,1,2,"Data Architect"
4,1,1,5,5,1,2,"Data Science Manager"
4,1,1,3,5,1,2,"Data Science Manager"
4,1,1,6,1,1,2,"Machine Learning Engineer"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,1,1,4,5,1,2,"Data Engineer"
4,1,1,2,5,1,2,"Data Engineer"
4,2,1,3,1,1,2,"Data Analyst"
4,2,1,3,1,1,2,"Data Analyst"
4,2,1,3,1,2,2,"Data Analyst"
4,2,1,2,1,2,2,"Data Analyst"
4,3,1,2,1,1,2,"Data Analyst"
4,3,1,1,1,1,2,"Data Analyst"
4,3,1,2,3,1,2,"Data Analyst"
4,1,1,5,5,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Engineer"
4,1,1,7,5,1,2,"Machine Learning Engineer"
4,1,1,4,5,1,2,"Machine Learning Engineer"
4,1,1,8,1,1,2,"Data Analyst"
4,1,1,2,1,1,2,"Data Analyst"
4,2,1,3,5,1,2,"Data Analyst"
4,2,1,2,5,1,2,"Data Analyst"
4,1,1,3,5,1,2,"Data Scientist"
4,1,1,3,5,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,2,5,1,2,"Data Analyst"
4,1,1,2,5,1,2,"Data Analyst"
4,1,1,5,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Scientist"
4,1,1,2,5,1,2,"Data Scientist"
4,4,1,5,5,1,2,"Data Engineer"
4,4,1,3,5,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Analyst"
4,1,1,3,5,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,2,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,1,1,8,1,1,2,"Research Scientist"
4,1,1,4,1,1,2,"Research Scientist"
4,1,1,5,5,1,2,"Data Scientist"
4,1,1,4,5,1,2,"Data Scientist"
4,2,1,3,1,2,2,"Machine Learning Engineer"
4,2,1,2,1,2,2,"Machine Learning Engineer"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,3,1,1,2,"Data Scientist"
4,2,1,3,1,2,2,"Machine Learning Engineer"
4,2,1,3,1,2,2,"Machine Learning Engineer"
4,3,1,3,3,1,1,"Data Scientist"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,2,1,1,2,"Data Engineer"
4,2,1,2,5,2,2,"Data Engineer"
4,2,1,2,5,2,2,"Data Engineer"
4,2,1,2,1,2,2,"Data Analyst"
4,2,1,2,1,2,2,"Data Analyst"
4,4,1,6,5,1,2,"Data Engineer"
4,4,1,5,5,1,2,"Data Engineer"
4,1,1,5,1,3,2,"Research Scientist"
4,1,1,3,1,3,2,"Research Scientist"
4,2,1,4,5,1,2,"Data Scientist"
4,2,1,3,5,1,2,"Data Scientist"
4,2,1,2,5,4,2,"Data Engineer"
4,2,1,2,5,4,2,"Data Engineer"
4,3,1,1,3,5,3,"Data Scientist"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Scientist"
4,1,1,4,1,2,2,"Data Scientist"
4,1,1,3,1,2,2,"Data Scientist"
3,3,1,4,5,1,2,"Data Scientist"
4,2,1,2,1,1,2,"Research Scientist"
4,2,1,2,1,1,2,"Research Scientist"
4,1,1,5,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,5,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,5,5,1,2,"Data Scientist"
4,1,1,4,5,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,4,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,5,1,1,2,"ML Engineer"
4,1,1,3,1,1,2,"ML Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,2,1,4,1,1,2,"Data Engineer"
4,2,1,3,1,1,2,"Data Engineer"
4,1,1,3,5,1,2,"Data Engineer"
4,1,1,3,5,1,2,"Data Engineer"
4,4,1,4,1,1,2,"Data Engineer"
4,4,1,3,1,1,2,"Data Engineer"
4,1,1,5,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,6,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,3,1,1,2,"Machine Learning Engineer"
4,1,1,6,1,1,2,"Data Engineer"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,5,1,1,2,"Data Scientist"
4,1,1,4,1,1,2,"Data Scientist"
3,2,1,1,5,5,3,"Research Scientist"
4,2,1,3,5,1,3,"Machine Learning Engineer"
4,1,1,6,5,1,2,"Data Engineer"
4,1,1,4,5,1,2,"Data Engineer"
4,2,1,3,1,1,2,"Data Analyst"
4,2,1,2,1,1,2,"Data Analyst"
4,1,1,4,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Analyst"
4,1,1,3,1,1,2,"Data Engineer"
4,1,1,2,1,1,2,"Data Engineer"
4,1,1,5,1,1,2,"Applied Scientist"
4,1,1,4,1,1,2,"Applied Scientist"
